Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
8-May-21,VOC,weighted,USA,B.1.617.2,1.3-2.0%,0.016575636
15-May-21,VOC,weighted,USA,B.1.617.2,1.9-3.0%,0.02394429
22-May-21,VOC,weighted,USA,B.1.617.2,3.1-4.9%,0.039652746
29-May-21,VOC,weighted,USA,B.1.617.2,5.8-9.2%,0.073951282
5-Jun-21,VOC,weighted,USA,B.1.617.2,11.5-18.4%,0.146994054
12-Jun-21,VOC,weighted,USA,B.1.617.2,22.0-30.7%,0.261992753
19-Jun-21,VOC,weighted,USA,B.1.617.2,32.7-42.6%,0.375382245
26-Jun-21,VOC,weighted,USA,B.1.617.2,50.1-59.7%,0.549516797
3-Jul-21,VOC,weighted,USA,B.1.617.2,67.2-73.2%,0.702498972
10-Jul-21,VOC,weighted,USA,B.1.617.2,80.2-84.1%,0.822128713
17-Jul-21,VOC,weighted,USA,B.1.617.2,86.5-89.6%,0.881061316
24-Jul-21,VOC,weighted,USA,B.1.617.2,93.8-95.1%,0.944871068
31-Jul-21,VOC,weighted,USA,B.1.617.2,95.9-97.1%,0.965634227
7-Aug-21,VOC,weighted,USA,B.1.617.2,96.4-97.9%,0.972115934
14-Aug-21,VOC,weighted,USA,B.1.617.2,98.5-99.1%,0.987930596
21-Aug-21,VOC,weighted,USA,B.1.617.2,98.6-99.3%,0.989594758
28-Aug-21,VOC,weighted,USA,B.1.617.2,97.8-99.1%,0.985537767
4-Sep-21,VOC,weighted,USA,B.1.617.2,98.8-99.5%,0.991958022
11-Sep-21,VOC,weighted,USA,B.1.617.2,99.0-99.6%,0.993095875
18-Sep-21,VOC,weighted,USA,B.1.617.2,98.8-99.5%,0.991693914
25-Sep-21,VOC,weighted,USA,B.1.617.2,98.9-99.5%,0.99269408
2-Oct-21,VOC,weighted,USA,B.1.617.2,98.9-99.5%,0.99279213
9-Oct-21,VOC,weighted,USA,B.1.617.2,98.9-99.4%,0.992027044
16-Oct-21,VOC,weighted,USA,B.1.617.2,98.8-99.5%,0.991958976
23-Oct-21,VOC,weighted,USA,B.1.617.2,98.6-99.4%,0.990470111
30-Oct-21,VOC,weighted,USA,B.1.617.2,98.9-99.5%,0.992466629
6-Nov-21,VOC,weighted,USA,B.1.617.2,98.1-99.1%,0.987137258
13-Nov-21,VOC,weighted,USA,B.1.617.2,98.1-99.1%,0.986273289
20-Nov-21,VOC,weighted,USA,B.1.617.2,97.8-98.9%,0.983987331
27-Nov-21,VOC,weighted,USA,B.1.617.2,98.6-99.4%,0.990595758
4-Dec-21,VOC,weighted,USA,B.1.617.2,98.8-99.5%,0.991820872
11-Dec-21,VOC,weighted,USA,B.1.617.2,88.1-94.5%,0.917343795
18-Dec-21,VOC,weighted,USA,B.1.617.2,54.8-68.0%,0.615537226
8-May-21,VOC,weighted,USA,B.1.1.529,NA,0
15-May-21,VOC,weighted,USA,B.1.1.529,NA,0
22-May-21,VOC,weighted,USA,B.1.1.529,NA,0
29-May-21,VOC,weighted,USA,B.1.1.529,NA,0
5-Jun-21,VOC,weighted,USA,B.1.1.529,NA,0
12-Jun-21,VOC,weighted,USA,B.1.1.529,NA,0
19-Jun-21,VOC,weighted,USA,B.1.1.529,NA,0
26-Jun-21,VOC,weighted,USA,B.1.1.529,NA,0
3-Jul-21,VOC,weighted,USA,B.1.1.529,NA,0
10-Jul-21,VOC,weighted,USA,B.1.1.529,NA,0
17-Jul-21,VOC,weighted,USA,B.1.1.529,NA,0
24-Jul-21,VOC,weighted,USA,B.1.1.529,NA,0
31-Jul-21,VOC,weighted,USA,B.1.1.529,NA,0
7-Aug-21,VOC,weighted,USA,B.1.1.529,NA,0
14-Aug-21,VOC,weighted,USA,B.1.1.529,NA,0
21-Aug-21,VOC,weighted,USA,B.1.1.529,NA,0
28-Aug-21,VOC,weighted,USA,B.1.1.529,NA,0
4-Sep-21,VOC,weighted,USA,B.1.1.529,NA,0
11-Sep-21,VOC,weighted,USA,B.1.1.529,NA,0
18-Sep-21,VOC,weighted,USA,B.1.1.529,NA,0
25-Sep-21,VOC,weighted,USA,B.1.1.529,NA,0
2-Oct-21,VOC,weighted,USA,B.1.1.529,NA,0
9-Oct-21,VOC,weighted,USA,B.1.1.529,NA,0
16-Oct-21,VOC,weighted,USA,B.1.1.529,NA,0
23-Oct-21,VOC,weighted,USA,B.1.1.529,NA,0
30-Oct-21,VOC,weighted,USA,B.1.1.529,NA,0
6-Nov-21,VOC,weighted,USA,B.1.1.529,NA,0
13-Nov-21,VOC,weighted,USA,B.1.1.529,NA,0
20-Nov-21,VOC,weighted,USA,B.1.1.529,NA,0
27-Nov-21,VOC,weighted,USA,B.1.1.529,0.0-0.2%,0.000659832
4-Dec-21,VOC,weighted,USA,B.1.1.529,0.4-0.9%,0.006203702
11-Dec-21,VOC,weighted,USA,B.1.1.529,5.3-11.5%,0.079805143
18-Dec-21,VOC,weighted,USA,B.1.1.529,31.4-44.7%,0.378847569
8-May-21,VOC,weighted,1,B.1.617.2,1.1-2.1%,0.015214372
15-May-21,VOC,weighted,1,B.1.617.2,1.4-3.9%,0.024371209
22-May-21,VOC,weighted,1,B.1.617.2,3.0-6.5%,0.045003485
29-May-21,VOC,weighted,1,B.1.617.2,4.1-9.3%,0.063431226
5-Jun-21,VOC,weighted,1,B.1.617.2,3.8-13.7%,0.077421769
12-Jun-21,VOC,weighted,1,B.1.617.2,2.8-8.4%,0.051213358
19-Jun-21,VOC,weighted,1,B.1.617.2,17.4-31.0%,0.237235934
26-Jun-21,VOC,weighted,1,B.1.617.2,25.8-46.1%,0.354827613
3-Jul-21,VOC,weighted,1,B.1.617.2,42.0-58.8%,0.503963292
10-Jul-21,VOC,weighted,1,B.1.617.2,72.3-83.3%,0.781786501
17-Jul-21,VOC,weighted,1,B.1.617.2,89.3-93.8%,0.91772151
24-Jul-21,VOC,weighted,1,B.1.617.2,94.2-97.0%,0.95763886
31-Jul-21,VOC,weighted,1,B.1.617.2,94.8-97.0%,0.960193038
7-Aug-21,VOC,weighted,1,B.1.617.2,96.8-98.3%,0.976610959
14-Aug-21,VOC,weighted,1,B.1.617.2,97.8-99.1%,0.985667765
21-Aug-21,VOC,weighted,1,B.1.617.2,97.8-99.4%,0.987435102
28-Aug-21,VOC,weighted,1,B.1.617.2,98.4-99.7%,0.991995096
4-Sep-21,VOC,weighted,1,B.1.617.2,99.1-99.9%,0.996100545
11-Sep-21,VOC,weighted,1,B.1.617.2,99.7-99.9%,0.998263478
18-Sep-21,VOC,weighted,1,B.1.617.2,99.6-100.0%,0.998541951
25-Sep-21,VOC,weighted,1,B.1.617.2,98.8-100.0%,0.997049749
2-Oct-21,VOC,weighted,1,B.1.617.2,99.2-100.0%,0.997524023
9-Oct-21,VOC,weighted,1,B.1.617.2,98.8-100.0%,0.99712646
16-Oct-21,VOC,weighted,1,B.1.617.2,99.3-100.0%,0.997727275
23-Oct-21,VOC,weighted,1,B.1.617.2,98.4-100.0%,0.996363878
30-Oct-21,VOC,weighted,1,B.1.617.2,97.9-99.9%,0.993580222
6-Nov-21,VOC,weighted,1,B.1.617.2,98.9-100.0%,0.997146785
13-Nov-21,VOC,weighted,1,B.1.617.2,97.7-99.9%,0.992815077
20-Nov-21,VOC,weighted,1,B.1.617.2,97.5-99.9%,0.992426872
27-Nov-21,VOC,weighted,1,B.1.617.2,98.4-99.9%,0.995003223
4-Dec-21,VOC,weighted,1,B.1.617.2,99.3-99.8%,0.996083796
11-Dec-21,VOC,weighted,1,B.1.617.2,97.7-98.8%,0.983215332
18-Dec-21,VOC,weighted,1,B.1.617.2,85.1-91.8%,0.887369931
8-May-21,VOC,weighted,1,B.1.1.529,NA,0
15-May-21,VOC,weighted,1,B.1.1.529,NA,0
22-May-21,VOC,weighted,1,B.1.1.529,NA,0
29-May-21,VOC,weighted,1,B.1.1.529,NA,0
5-Jun-21,VOC,weighted,1,B.1.1.529,NA,0
12-Jun-21,VOC,weighted,1,B.1.1.529,NA,0
19-Jun-21,VOC,weighted,1,B.1.1.529,NA,0
26-Jun-21,VOC,weighted,1,B.1.1.529,NA,0
3-Jul-21,VOC,weighted,1,B.1.1.529,NA,0
10-Jul-21,VOC,weighted,1,B.1.1.529,NA,0
17-Jul-21,VOC,weighted,1,B.1.1.529,NA,0
24-Jul-21,VOC,weighted,1,B.1.1.529,NA,0
31-Jul-21,VOC,weighted,1,B.1.1.529,NA,0
7-Aug-21,VOC,weighted,1,B.1.1.529,NA,0
14-Aug-21,VOC,weighted,1,B.1.1.529,NA,0
21-Aug-21,VOC,weighted,1,B.1.1.529,NA,0
28-Aug-21,VOC,weighted,1,B.1.1.529,NA,0
4-Sep-21,VOC,weighted,1,B.1.1.529,NA,0
11-Sep-21,VOC,weighted,1,B.1.1.529,NA,0
18-Sep-21,VOC,weighted,1,B.1.1.529,NA,0
25-Sep-21,VOC,weighted,1,B.1.1.529,NA,0
2-Oct-21,VOC,weighted,1,B.1.1.529,NA,0
9-Oct-21,VOC,weighted,1,B.1.1.529,NA,0
16-Oct-21,VOC,weighted,1,B.1.1.529,NA,0
23-Oct-21,VOC,weighted,1,B.1.1.529,NA,0
30-Oct-21,VOC,weighted,1,B.1.1.529,NA,0
6-Nov-21,VOC,weighted,1,B.1.1.529,NA,0
13-Nov-21,VOC,weighted,1,B.1.1.529,NA,0
20-Nov-21,VOC,weighted,1,B.1.1.529,NA,0
27-Nov-21,VOC,weighted,1,B.1.1.529,0.0-0.1%,0.000186345
4-Dec-21,VOC,weighted,1,B.1.1.529,0.2-0.5%,0.003104014
11-Dec-21,VOC,weighted,1,B.1.1.529,1.1-2.2%,0.015847987
18-Dec-21,VOC,weighted,1,B.1.1.529,7.5-14.3%,0.105418846
8-May-21,VOC,weighted,2,B.1.617.2,0.9-3.3%,0.018422527
15-May-21,VOC,weighted,2,B.1.617.2,1.5-5.9%,0.032258432
22-May-21,VOC,weighted,2,B.1.617.2,1.3-8.3%,0.037491079
