Random Forest,Logistic Regression - Stepwise,SGBAP,Pop. Density,Alpha Cases
0.098,0.077133041,0.073084816,0.001668461,0.006643138
0.779333333,0.363746349,0.157117142,0.000513978,0.01671047
0.148,0.133123736,0.081055258,0.000628819,0.002819751
0.142,0.319272629,0.11096903,0.003198188,0.014562262
0.164,0.463024973,0.154267598,0.001566723,0.014440147
0.760666667,0.067388819,0.12670237,0.001158306,0.067304699
0.087333333,0.102640327,0.087290389,0.000453791,0.008859681
0.804,0.274990938,0.097170876,0.000466423,0.055422027
0.796666667,0.300704552,0.096164499,0.001420152,0.023290336
0.185333333,0.115936982,0.103944964,0.000321181,0.003068661
0.743333333,0.235892079,0.12822437,0.000584095,0.028139857
0.737333333,0.268373049,0.123049035,0.000286274,0.063658622
0.757333333,0.338574328,0.124367361,0.000607356,0.156400949
0.157333333,0.325718922,0.138676328,0.000945889,0.009199252
0.109333333,0.22485873,0.067353199,0.000519535,0.002405212
0.144666667,0.323039985,0.093829486,0.000727966,0.016022436
0.128,0.333672668,0.138984711,0.001593123,0.008528018
0.784666667,0.280182513,0.122558031,0.012610628,0.017072069
0.764666667,0.395604927,0.149486203,0.005398728,0.019347253
0.774,0.484432905,0.174942307,0.002786591,0.017525804
0.731333333,0.244618594,0.088923696,0.000466803,0.034697853
0.2,0.494102668,0.182283573,0.006925235,0.012294622
0.771333333,0.197371382,0.063696298,0.002490078,0.018419877
0.122666667,0.283766066,0.157018468,0.001843451,0.008799604
0.772,0.334400843,0.124401072,0.00078072,0.031167052
0.768666667,0.483185512,0.162225559,0.001160849,0.023268227
0.163333333,0.448870155,0.153356235,0.00186087,0.014754354
0.789333333,0.270955417,0.093707498,0.000628381,0.029712588
0.794,0.237533378,0.095909635,0.000865307,0.0199472
0.79,0.074135014,0.0605585,0.000208347,0.01919148
0.117333333,0.338656938,0.140277245,0.000616551,0.008367505
0.818666667,0.322276363,0.057336112,0.000229166,0.258751576
0.778666667,0.344765857,0.131674782,0.008620815,0.022113111
0.848,0.396363088,0.150967456,0.009515947,0.02257125
0.768,0.284553806,0.125497321,0.00043279,0.0335714
0.070666667,0.104386215,0.109670533,0.000300152,0.011846953
0.755333333,0.509056098,0.111432978,0.000492439,0.039540023
0.868,0.436778699,0.151279318,0.004582591,0.0343958
0.768666667,0.377936351,0.146669202,0.001988593,0.03318664
0.772,0.465111043,0.119506559,0.000182275,0.039982974
0.790666667,0.271355703,0.100647498,0.000871861,0.141969759
0.792666667,0.233471498,0.107403158,0.000225655,0.046293443
0.137333333,0.387151609,0.122328705,0.000118225,0
0.152666667,0.185557629,0.071683638,0.000731288,0.004362217
0.788,0.297928529,0.134426715,0.000301348,0.023380942
0.792666667,0.590764481,0.154581729,0.00051092,0.018777943
0.752,0.237339807,0.108579796,0.000365695,0.236612994
0.766,0.333720507,0.111885911,0.001139372,0.04615501
0.783333333,0.283983986,0.108313878,0.002154418,0.031752422
0.152666667,0.216281022,0.093395175,0.001030754,0.012744666
0.741333333,0.265287932,0.142275244,0.00095136,0.019243696
0.105333333,0.229975093,0.075699251,0.0004711,0.004795089
0.807333333,0.309424142,0.130118793,0.002338503,0.023347228
0.812,0.35385469,0.064822117,0.000386646,0.093933701
0.124,0.236129509,0.075122341,0.000319506,0.010867294
0.127333333,0.294885112,0.149940269,0.00098086,0.014850475
0.764666667,0.183508691,0.151555773,0.001124309,0.090522244
0.087333333,0.199897661,0.103874002,0.002139286,0.009645052
0.172,0.507997129,0.163191595,0.003827371,0.014692611
0.766666667,0.280099328,0.122925416,0.000548953,0.037350049
0.816666667,0.363978245,0.075820588,0.000260407,0.025192927
0.740666667,0.351320189,0.097635686,0.000418004,0.022738428
0.117333333,0.201606502,0.108798718,0.000643046,0.004791457
0.788666667,0.424442275,0.14461954,0.000172705,0.04231033
0.142666667,0.324159822,0.132114927,0.000372366,0.005616959
0.75,0.491714841,0.175574705,0.001667163,0.021130849
0.143333333,0.272203002,0.121906388,0.004961956,0.010858673
0.810666667,0.358261894,0.101768394,0.000324437,0.114965521
0.763333333,0.335633633,0.132191435,0.00029166,0.028204723
0.758666667,0.30607703,0.113744907,0.000279953,0.043115994
0.806,0.198360022,0.06732902,0.0005018,0.083352416
0.078666667,7.16E-07,0.066544194,0.000680449,0.003995832
0.170666667,2.63E-05,0.116978358,0.022823221,0.004515963
0.159333333,2.44E-12,0.103344084,8.63E-05,0
0.080666667,3.14E-05,0.105059255,0.001597555,0.003204133
0.068,3.07E-06,0.077670701,0.001974364,0.007642684
0.122,0.35277606,0.146835431,0.005884056,0.015368632
0.056666667,0.22100051,0.093155503,4.04E-05,0.007706313
0.045333333,0.147260736,0.099888907,0.001060703,0.001381803
0.030666667,0.152327916,0.098591744,8.43E-05,0
0.036,0.067821057,0.101339156,0.000161791,0
0.044,0.204506484,0.0890415,0.000301419,0.000942539
0.782,0.135511694,0.165000081,0.000115207,0.238612176
0.082666667,0.045625535,0.116960003,5.18E-05,0
0.019333333,0.142451526,0.118615033,0.000341492,0.00096463
0.060666667,0.248439831,0.11897795,0.000835463,0.002594014
0.028,0.155492766,0.127917846,0.000125823,0
0.028666667,0.035437235,0.058436613,1.56E-05,0
0.091333333,0.12368849,0.141661915,1.09E-05,0.009973149
0.107333333,0.244526914,0.104725661,0.00501695,0.012093315
0.039333333,0.137476302,0.068069048,5.39E-05,0.001541622
0.048666667,0.132708736,0.068227479,0.000127229,0.005508266
0.076,0.150378808,0.114797426,7.96E-06,0
0.033333333,0.24927853,0.128741057,4.83E-05,0
0.020666667,0.131014681,0.111462423,1.12E-05,0.005112539
0.047333333,0.062974848,0.052742233,0.000118783,0.012028247
0.062666667,0.118581259,0.100171714,0.000277447,0
0.03,0.137988653,0.123071152,9.60E-05,0.001684144
0.084666667,0.171423204,0.080970839,0.000422264,0.007308063
0.095333333,0.153282142,0.099237471,0.000288144,0.0079935
0.027333333,0.193680517,0.103553911,2.62E-05,0.001985415
0.106,0.181473006,0.081881138,0.000354408,0.001846323
0.738666667,0.167418336,0.086950001,0.000543763,0.023043809
0.061333333,0.228903967,0.116358605,0.00172179,0.004060716
0.068666667,0.305909304,0.138362162,0.000505667,0.001375075
0.024,0.055412911,0.06531289,2.32E-05,0.00137415
0.027333333,0.163280811,0.096402664,0.000110931,0
0.728666667,0.277960549,0.116855009,6.10E-05,0.055500966
0.099333333,0.072422851,0.061921031,0.001144193,0.002764002
0.11,0.207179742,0.073474416,0.000377437,0.005767068
0.657333333,0.145075996,0.094610093,0.000656427,0.016378395
0.031333333,0.10643695,0.083845342,4.96E-05,0
0.070666667,0.277910648,0.103381038,2.02E-05,0.007463624
0.085333333,0.178276691,0.088153645,0.000785389,0.00736858
0.063333333,0.243998347,0.115000064,7.57E-05,0.002872101
0.021333333,0.249236538,0.117860269,6.54E-05,0
0.115333333,0.316808498,0.160398606,0.0003419,0.008175978
0.688,0.139182751,0.08574038,0.000603723,0.021583733
0.042666667,0.306733339,0.156596144,3.89E-05,0.0019365
0.020666667,0.207849947,0.092947233,9.52E-05,0.001082039
0.066666667,0.181480504,0.102082043,0.001077575,0.006742754
0.120666667,0.151995258,0.145510974,0.000384399,0.005743952
0.108,0.427261929,0.145287257,0.00060931,0.004029089
0.796666667,0.298075843,0.144951282,0.002649343,0.020188437
0.115333333,0.24127797,0.144263754,0.000302548,0
0.076666667,0.161846946,0.118720007,0.000532556,0.003380625
0.099333333,0.349709509,0.150866873,0.000265111,0.002327559
0.044666667,0.164311196,0.119260191,0.0004536,0.006939722
0.713333333,0.225477433,0.11334106,0.000467276,0.029966247
0.082,0.348783121,0.139623299,0.002917704,0.00683841
0.044,0.248364886,0.119824115,0.00064953,0.010243595
0.082666667,0.25194249,0.105663647,0.000437797,0.003571758
0.07,0.170975302,0.118023908,0.000394798,0.001673286
0.727333333,0.316523921,0.117064831,0.00110122,0.031127526
0.094,0.26759708,0.100467411,0.001412125,0.004793794
0.934,0.958799234,0.368374873,0.076722589,0.07820024
0.066,0.142753072,0.107574408,0.000596662,0.005908985
0.090666667,0.217087291,0.082004882,0.000435399,0.003073649
0.119333333,0.205644802,0.132726248,0.002290088,0.002116058
0.118666667,0.214572302,0.136572892,0.000559516,0.009989597
0.059333333,0.325427388,0.14810852,0.000656137,0.007933431
0.929333333,0.53147992,0.226870717,0.039457245,0.036822614
0.046666667,0.284228176,0.113110646,0.000389962,0
0.09,0.206200738,0.12722124,0.000405513,0
0.079333333,0.281110449,0.126894702,0.000990158,0.001621722
0.073333333,0.252342133,0.123228973,0.000420282,0.008271693
0.060666667,0.180402437,0.132168913,0.000382408,0.007659342
0.105333333,0.250831212,0.132986368,0.001327448,0.002293858
0.062666667,0.163705287,0.110599332,0.000567295,0.000963626
0.08,0.204668769,0.128024841,0.000221077,0.004569305
0.07,0.345743632,0.139895736,0.000337314,0.002551539
0.138,0.231883046,0.148236847,0.001676161,0.007561809
0.108666667,0.181852804,0.115167808,0.000261996,0.002718162
0.056666667,0.134366694,0.103092264,0.000316184,0.003737397
0.112,0.196418571,0.173215837,0.000312996,0.002886758
0.077333333,0.137288527,0.082673443,0.000251711,0.006638762
0.073333333,0.124136268,0.101050664,0.000833622,0.010147888
0.058666667,0.195873219,0.113188541,0.000349355,0.010983926
0.724,0.223163564,0.146036864,0.001390769,0.020797223
0.700666667,0.191001796,0.123866278,0.0002688,0.050502948
0.682666667,0.188880135,0.105098544,0.000926881,0.024294532
0.095333333,0.328959706,0.133420403,0.000828893,0.006079256
0.036666667,0.117622248,0.106660374,0.000503768,0.006752717
0.089333333,0.203124407,0.137871352,0.000508022,0.003553291
0.875333333,0.427619514,0.191755232,0.014184946,0.031615604
0.773333333,0.205498393,0.116266258,0.002277955,0.033935687
0.780666667,0.401194514,0.184366512,0.005400247,0.022746419
0.078666667,0.100539751,0.092647587,0.000987424,0.010209339
0.302666667,0.401412554,0.200979781,0.021996315,0.005379695
0.714666667,0.159856843,0.129295958,0.001349238,0.055568397
0.09,0.306694147,0.126358553,0.000603179,0.002110659
0.075333333,0.122932628,0.093838147,0.000660577,0.007764174
0.083333333,0.172296139,0.108752686,0.000482539,0.006188455
0.07,0.200309744,0.09849034,0.000655323,0.002698026
0.065333333,0.0811234,0.080033578,0.000726493,0.011241451
0.192666667,0.27974143,0.16636091,0.00707879,0.007365648
0.092,0.279302801,0.128537939,0.00203125,0.013967931
0.126,0.329100451,0.128620739,0.002545658,0.009783631
0.063333333,0.357263985,0.133712458,0.000734801,0.003857424
0.125333333,0.352487183,0.132801908,0.005148781,0.009908199
0.096666667,0.24162781,0.108144331,0.000922805,0.00320369
0.052,0.055278753,0.102383408,0.000422637,0.006689086
0.697333333,0.222377692,0.118259466,0.000354052,0.022256
0.102666667,0.12256301,0.090552712,0.000843727,0.006109475
0.065333333,0.179701003,0.103316888,0.000545337,0.007235358
0.072666667,0.111539456,0.105578725,0.000387578,0.005716294
0.725333333,0.247886034,0.140438935,0.001221891,0.022291804
0.089333333,0.359926891,0.129175692,0.000571651,0.010093189
0.045333333,0.245931938,0.116746511,0.000839479,0.007209777
0.067333333,0.26874116,0.15034513,0.000606879,0.00380329
0.718,0.144829017,0.099513312,0.000938547,0.025918805
0.177333333,0.200786758,0.111045978,0.004137549,0.005294181
0.123333333,0.304222584,0.128018557,0.000671298,0.011074601
0.072,0.335354412,0.124303938,0.000518632,0.004724188
0.026666667,0.276585949,0.121458102,0.000262467,0.000708843
0.122666667,0.165225058,0.158342707,0.000159395,0
0.753333333,0.14878773,0.121606146,0.000390443,0.037215643
0.088666667,0.13712758,0.112735205,0.000497588,0
0.721333333,0.29723229,0.130084161,0.000784611,0.054141567
0.042666667,0.143808635,0.122045051,0.000611634,0.002133108
0.817333333,0.23678743,0.113579784,0.004716909,0.029309653
0.139333333,0.388722741,0.144401409,0.005558799,0.001408663
0.062666667,0.126423848,0.129450718,0.00088473,0.010085651
0.158666667,0.34908229,0.142285911,0.00315886,0.003259546
0.086666667,0.251086126,0.092355737,0.000223693,0
0.121333333,0.422218263,0.139410334,0.000278647,0.005098596
0.728,0.36798464,0.124471742,0.000398948,0.020175881
0.072666667,0.065038941,0.109051969,0.000264504,0.002064826
0.107333333,0.106644837,0.087670795,0.00111636,0.008675909
0.104666667,0.220129606,0.117998016,0.002873294,0.003765951
0.086666667,0.115078796,0.104184214,0.000574389,0.011260142
0.093333333,0.287372015,0.108611642,0.001210881,0.002475186
0.059333333,0.18650065,0.107052861,0.000718876,0.000957492
0.692666667,0.154703127,0.108647062,0.00044314,0.040600735
0.055333333,0.180590826,0.124072329,0.000348687,0.007942898
0.074,0.19988468,0.111381507,0.00032001,0.001360506
0.085333333,0.198740456,0.121259271,0.000392883,0.001629653
0.702,0.173819372,0.107913449,0.001143394,0.016792849
0.888666667,0.423249903,0.197634381,0.011434345,0.039794128
0.132666667,0.258916009,0.140704003,0.002222389,0.005134456
0.827333333,0.228267226,0.125499206,0.007738305,0.017253634
0.097333333,0.201669793,0.120834857,0.001020227,0.003728489
0.137333333,0.222925436,0.103618413,0.00144025,0.00215815
0.77,0.449517204,0.149844165,0.007812016,0.016285225
0.784666667,0.319421827,0.134772893,0.002792627,0.03291488
0.072666667,0.179146291,0.113840109,0.000295452,0.010087154
0.131333333,0.320581734,0.142158361,0.001019189,0.007504884
0.754,0.404992554,0.165288008,0.002110303,0.030891287
0.101333333,0.298764721,0.135270173,0.000668268,0.010963063
0.088666667,0.273481311,0.116514521,0.000744978,0.011979398
0.709333333,0.249133359,0.126211525,0.001281904,0.340663661
0.752,0.271312515,0.129054636,0.004306337,0.027318885
0.08,0.281702758,0.122394771,0.001018938,0.008412052
0.126,0.30625922,0.116439115,0.001106202,0.012937174
0.741333333,0.374393073,0.166379304,0.000479994,0.018771434
0.127333333,0.126666322,0.117084586,0.001063821,0.015544489
0.122666667,0.327951334,0.139552805,0.002251398,0.00507432
0.728666667,0.329941115,0.124978787,0.000988584,0.023194458
0.668666667,0.302578285,0.130694443,0.001632953,0.083062638
0.798,0.376444156,0.152253449,0.004091772,0.017009097
0.136,0.27359792,0.154861758,0.00137732,0.005936376
0.092,0.201793567,0.115070045,0.006100392,0.015342065
0.125333333,0.40292122,0.14324419,0.001500754,0.013368907
0.754,0.355763774,0.13907026,0.007203952,0.02500438
0.052,0.286447173,0.123116043,0.00057776,0.007422815
0.771333333,0.406228326,0.150314045,0.000824124,0.047013771
0.084,0.196572832,0.111349439,0.000760932,0.014910292
0.088,0.248370476,0.136017946,0.000956083,0.002293952
0.760666667,0.26642668,0.117941655,0.002243239,0.021634951
0.732,0.167359031,0.11377837,0.000825731,0.019350196
0.803333333,0.477463314,0.193327012,0.011124673,0.024637893
0.768666667,0.344476673,0.136720588,0.003348548,0.030762026
0.750666667,0.234556994,0.122482706,0.001137013,0.03512055
0.758,0.438535615,0.15817749,0.005488968,0.04319869
0.117333333,0.43453933,0.147824283,0.001716556,0.008967352
0.771333333,0.263105465,0.123983126,0.00390195,0.022984252
0.076,0.278820238,0.125012963,0.001318914,0.002718311
0.769333333,0.36740487,0.134203614,0.001195234,0.034414366
0.055333333,0.207307873,0.12279242,0.000829019,0.015118108
0.124666667,0.385283268,0.129886202,0.000758409,0.008096229
0.134,0.283601997,0.130475398,0.001240102,0.008876683
0.755333333,0.351454329,0.111466959,0.001021322,0.029827753
0.802,0.428136505,0.157393763,0.006563845,0.040378495
0.092,0.163598751,0.111840541,0.001005604,0.006028476
0.082,0.247026812,0.106470814,0.002057539,0.004719975
0.106666667,0.132123978,0.102214803,0.001423144,0.006961114
0.888666667,0.358768521,0.169566582,0.013545062,0.021882335
0.782666667,0.23167881,0.120540795,0.002564086,0.041940748
0.711333333,0.244854227,0.13409055,0.001409016,0.024068768
0.777333333,0.363884329,0.131895923,0.003976638,0.035754905
0.868,0.71023264,0.206811702,0.033065304,0.063237315
0.112,0.237050915,0.116980412,0.001457212,0.006915102
0.142,0.255814958,0.118832455,0.000421515,0.007529217
0.733333333,0.231277266,0.117599854,0.001332289,0.03229957
0.156,0.374724816,0.16083832,0.005114543,0.009140458
0.688666667,0.29581292,0.129037714,0.001052141,0.019276705
0.754,0.361465468,0.130418663,0.002395796,0.023785357
0.730666667,0.173301654,0.125811801,0.000483738,0.036283892
0.086,0.228288325,0.105450946,0.001602436,0.01594108
0.130666667,0.456294026,0.143361549,0.000947877,0.007509994
0.756666667,0.37251881,0.149242284,0.000680462,0.042670418
0.100666667,0.28970902,0.133714933,0.000751527,0.012197556
0.061333333,0.125508976,0.117292788,0.000529898,0.007815058
0.136,0.303179387,0.134385802,0.000695383,0.00575424
0.119333333,0.230225144,0.114426091,0.000514739,0.00089033
0.16,0.249438799,0.148219544,0.005577963,0.015407169
0.068,0.167740703,0.112148204,0.000867013,0.00477183
0.724,0.227916295,0.129374381,0.000404644,0.020537276
0.715333333,0.356371476,0.125604856,0.001084248,0.019374069
0.117333333,0.342977738,0.134311801,0.000768798,0.00670807
0.731333333,0.294569051,0.142951456,0.000883174,0.035827845
0.700666667,0.384545875,0.143873008,0.000567521,0.020622363
0.783333333,0.263361568,0.137027239,0.008160249,0.021253883
0.74,0.320617491,0.142329384,0.001730192,0.049567192
0.100666667,0.336607743,0.12802776,0.001498272,0.002719905
0.744666667,0.187074801,0.127756264,0.00071747,0.025686218
0.091333333,0.264852741,0.122351002,0.001029394,0.007674923
0.04,0.182151654,0.112993617,0.001548995,0.007333554
0.085333333,0.278898476,0.113891028,0.000644796,0.008538625
0.118,0.245272636,0.151095736,0.000667942,0.015389689
0.119333333,0.361305179,0.13004053,0.005265298,0.006198952
0.105333333,0.328382166,0.128368832,0.000810128,0.013107041
0.114666667,0.316772946,0.14891108,0.000615366,0.010945864
0.144666667,0.24744662,0.138163294,0.010768397,0.008206573
0.084,0.334179355,0.094701951,0.000840209,0.00498207
0.134,0.288073342,0.128849324,0.003703203,0.006595222
0.071333333,0.274681401,0.131972594,0.00106363,0.01494621
0.071333333,0.302130211,0.096100226,0.000313332,0.014680379
0.706,0.234774862,0.126914404,0.002232974,0.016808614
0.761333333,0.288407507,0.128246916,0.000751302,0.016917643
0.13,0.249725506,0.120039887,0.002300701,0.005692282
0.088,0.201562316,0.117927412,0.001053223,0.001949092
0.704,0.272980439,0.113377294,0.000664861,0.021509594
0.039333333,0.194413086,0.102692704,0.001391109,0.006170526
0.025333333,0.163983877,0.074000274,0.000173165,0.001542268
0.042,0.074469409,0.056427512,0.000121609,0
0.664,0.091629968,0.09995488,0.000300928,0.071724773
0.032666667,0.101972171,0.090165204,0.00034862,0.001775359
0.013333333,0.116739868,0.078527049,0.0001761,0.002006969
0.039333333,0.164388456,0.088838253,0.000496138,0.01333357
0.718,0.133596128,0.099780541,0.0032617,0.095822122
0.090666667,0.108384353,0.08757744,0.000640509,0.0050455
0.688,0.182170974,0.105403145,0.000789284,0.022446152
0.030666667,0.181203528,0.109573452,0.000512876,0.008855497
0.076666667,0.109933384,0.102328287,0.000488582,0.002248788
0.038666667,0.167452421,0.099969714,0.00035199,0.006875319
0.032,0.111994818,0.074042429,0.000237677,0
0.03,0.125688864,0.093284829,0.000495321,0.001094005
0.064,0.116280503,0.085646429,0.000323934,0.000859326
0.699333333,0.181489914,0.11639422,0.00044126,0.017172856
0.087333333,0.098839516,0.097140842,0.001049214,0.003637791
0.03,0.153643231,0.09379135,0.00027537,0.001963561
0.016666667,0.128256047,0.103931144,0.000332434,0.004621764
0.065333333,0.184023776,0.08343225,0.000298259,0.002348122
0.032,0.127953557,0.095544389,0.000398616,0.002754821
0.058666667,0.103871251,0.090471577,0.000314532,0.008799604
0.085333333,0.127570328,0.108915823,0.000942513,0.011403531
0.048,0.117912558,0.095730139,0.000332406,0.013771484
0.740666667,0.268159751,0.135327152,0.001981123,0.037533695
0.046666667,0.03131849,0.06561366,0.000245033,0.001225589
0.05,0.087598891,0.078504616,0.00020938,0
0.026666667,0.158924751,0.107865349,0.000414104,0.005187374
0.102666667,0.081596768,0.080222283,0.001320217,0.004529085
0.057333333,0.16801026,0.12703542,0.000621566,0.003834849
0.12,0.15460303,0.113671025,0.002208076,0.011561806
0.034,0.123667181,0.076810698,0.00033432,0
0.030666667,0.133935897,0.086506189,0.000377942,0.011226772
0.029333333,0.070926248,0.077902236,0.000439104,0
0.05,0.181126937,0.071988531,0.000243803,0.002190726
0.06,0.096213882,0.079290676,0.000188672,0
0.057333333,0.123068015,0.085111746,0.000218841,0.006205166
0.039333333,0.156724624,0.095953221,0.000340771,0.009919337
0.016666667,0.172379268,0.0990514,0.000250307,0.012383164
0.038666667,0.105553015,0.10355978,0.000363083,0.00522657
0.024,0.064399132,0.073957168,0.000264125,0.003112974
0.039333333,0.138846787,0.086137061,0.000417008,0.005238183
0.054,0.106253463,0.074378455,0.000281163,0.012562093
0.669333333,0.089065546,0.09644239,0.000636266,0.01768917
0.028,0.121583221,0.107597951,0.000271165,0.012044445
0.044666667,0.139172808,0.10299061,0.00030513,0.004616155
0.023333333,0.152389657,0.093176278,0.000221925,0
0.036666667,0.174099512,0.101118383,0.000383029,0.012949565
0.047333333,0.091222668,0.124865029,0.000422695,0.002837158
0.688666667,0.135486244,0.08810471,0.000700455,0.038562307
0.052666667,0.05799824,0.080468388,0.000575538,0.003617481
0.748,0.292438226,0.146156413,0.003327722,0.033644103
0.074666667,0.199488302,0.119347203,0.000495393,0.011200443
0.026666667,0.117206737,0.08536769,0.000243905,0.002153094
0.026666667,0.108716367,0.082962593,0.00021457,0.001489273
0.082,0.092082841,0.076019034,0.000925739,0.002621815
0.758666667,0.256057935,0.116268401,0.004298459,0.032549967
0.690666667,0.129029634,0.092293048,0.000387168,0.268885502
0.036,0.14393788,0.110889993,0.000276572,0
0.086,0.155756089,0.108846088,0.000277435,0.012198549
0.062,0.168837347,0.100926151,0.000392585,0.003375659
0.072,0.199008078,0.109258627,0.0005394,0.004992217
0.065333333,0.156999406,0.097682451,0.000830644,0.002653668
0.704666667,0.180435419,0.095235686,0.000975738,0.130842834
0.058666667,0.096072294,0.103389406,0.000474031,0.001460097
0.027333333,0.06292099,0.101652546,0.000313988,0.002083942
0.024,0.106814827,0.065736383,0.000175369,0.008962521
0.068666667,0.166640134,0.116203677,0.000251095,0
0.058,0.086391677,0.099581544,0.000331809,0.001112262
0.756666667,0.207660937,0.109126834,0.001362146,0.086869066
0.043333333,0.144798993,0.123896528,0.000336403,0.006416231
0.677333333,0.202109809,0.122607099,0.000212353,0.016662089
0.045333333,0.0941059,0.067772022,0.000398065,0.004380871
0.039333333,0.108685232,0.076346375,0.000222361,0
0.044666667,0.106343017,0.103966747,0.000402239,0.005257324
0.023333333,0.081286917,0.069549399,0.000165333,0.001666461
0.767333333,0.286716744,0.12851726,0.011502712,0.022165877
0.113333333,0.180164056,0.08363237,0.001364736,0.003905328
0.681333333,0.198655745,0.111461131,0.000440931,0.033381808
0.022666667,0.113960356,0.095984242,0.000128656,0
0.018,0.131760465,0.09812071,0.000237657,0
0.174,0.27112813,0.132646565,0.005219312,0.014414278
0.016666667,0.089181572,0.065822785,0.000274201,0.008667079
0.073333333,0.194103838,0.124537731,0.000628885,0.002848163
0.084666667,0.160461449,0.130986775,0.002348256,0.003066592
0.662666667,0.158962639,0.091233718,0.000329333,0.1740869
0.046,0.067999218,0.07098224,0.000161284,0.001802043
0.058,0.134123409,0.086875667,0.000407446,0.000901095
0.042666667,0.093242584,0.083758535,0.000206258,0.012527317
0.092666667,0.09510095,0.10243802,0.001134462,0.003154309
0.104666667,0.168258898,0.10353177,0.001201696,0.004715087
0.719333333,0.137684405,0.095737093,0.00053976,0.070806862
0.056,0.097120595,0.068567668,0.000168857,0
0.074666667,0.159211025,0.083883241,0.000712258,0.001536083
0.050666667,0.095946702,0.079208553,0.000365815,0.002130636
0.038666667,0.112861173,0.103168411,0.000409928,0.008276452
0.756666667,0.188401596,0.108898427,0.001627569,0.079378557
0.058666667,0.08607865,0.071304108,0.000259247,0.001494419
0.041333333,0.160349821,0.092591478,0.000305648,0.002634207
0.061333333,0.159312428,0.096021578,0.000349851,0
0.058666667,0.358651628,0.10370597,0.000187487,0
0.042666667,0.19733363,0.072883125,0.000526178,0.006176366
0.014,0.04119988,0.060431939,5.74E-05,0.002491598
0.055333333,0.126165855,0.080211611,0.00041481,0.003850915
0.027333333,0.066982103,0.068837391,0.000320576,0.004553586
0.030666667,0.221983841,0.094062969,0.000234429,0
0.056666667,0.154782238,0.10201288,0.000644732,0.002637606
0.069333333,0.075021719,0.089664873,4.70E-05,0.012496567
0.033333333,0.068820567,0.077153865,7.26E-05,0.013575758
0.074,0.05652288,0.052568609,0.000479714,0.004425619
0.050666667,0.060633038,0.080879374,3.59E-05,0.008302825
0.064666667,0.078239667,0.090664245,2.87E-05,0.005531747
0.016666667,0.176342498,0.102460021,0.000174597,0.005513773
0.038666667,0.120613987,0.066453858,0.000175261,0.005021763
0.696,0.250491051,0.091257332,0.00018315,0.064733408
0.030666667,0.04600109,0.081658591,3.08E-05,0
0.074,0.115392444,0.084273773,0.000438268,0.000947946
0.043333333,0.051351381,0.08075103,0.000919787,0.002273235
0.038,0.048763961,0.04679345,4.42E-05,0
0.042,0.131180517,0.087669254,0.000310853,0.001194661
0.038,0.15548467,0.073789725,0.000272346,0.004354067
0.1,0.357060491,0.135402655,0.003632988,0.004511039
0.06,0.047903739,0.05770303,6.48E-05,0.011826629
0.056666667,0.10774803,0.106593242,5.47E-05,0.004359804
0.088,0.186451196,0.099522033,0.000444848,0.003090478
0.050666667,0.160720277,0.080651743,0.000121537,0
0.788,0.217463083,0.083696623,0.000393428,0.122199315
0.78,0.134070054,0.080472601,0.000435253,0.221465676
0.070666667,0.263564894,0.126371096,0.000619989,0.006045421
0.100666667,0.059230292,0.053593274,0.0012585,0.003831176
0.026666667,0.063704006,0.062307174,3.34E-05,0.004184485
0.05,0.108380258,0.075682532,3.88E-05,0
0.115333333,0.198331928,0.127378712,0.000183371,0.006170799
0.125333333,0.041064921,0.075737733,9.59E-05,0.007368272
0.072,0.098952007,0.071846086,2.09E-05,0
0.078,0.114954625,0.098066606,7.42E-05,0.005531747
0.116,0.106454676,0.081264385,3.59E-05,0.008688699
0.023333333,0.086107836,0.082523872,9.77E-05,0.002029121
0.093333333,0.121203989,0.112816612,0.000887993,0.002242648
0.752,0.056231753,0.092660443,9.67E-05,0.0194587
0.064,0.041953113,0.064076231,2.92E-05,0
0.046666667,0.204127634,0.08620013,0.000281152,0.001674938
0.060666667,0.309418717,0.105918032,0.000491698,0.005213082
0.043333333,0.045276712,0.05829197,4.40E-05,0.015325187
0.161333333,0.47169852,0.174496276,0.017157011,0.008496102
0.673333333,0.11877879,0.098333709,6.22E-05,0.045983546
0.031333333,0.091091996,0.080001058,0.000119565,0
0.024,0.052797297,0.070800762,4.80E-05,0.004456688
0.039333333,0.090222544,0.083200315,0.000437461,0.012369593
0.080666667,0.039029821,0.062625959,3.12E-05,0
0.724,0.358819183,0.123853736,0.002396691,0.048029402
0.024,0.078140938,0.067112606,5.92E-05,0
0.067333333,0.397451791,0.121576516,0.000224573,0.006820758
0.056666667,0.056940921,0.055686238,3.58E-05,0
0.654666667,0.131910984,0.090246047,0.000544797,0.072438803
0.055333333,0.146500597,0.096845457,0.000441824,0.004640821
0.043333333,0.16282848,0.085532334,0.000176322,0
0.020666667,0.15277897,0.08284671,0.000150547,0.00850209
0.092666667,0.111104556,0.081923432,5.99E-05,0.01367506
0.05,0.168589417,0.11010615,0.000797845,0.001610875
0.043333333,0.133342847,0.095727713,0.00012253,0.005534522
0.060666667,0.085412276,0.057302982,0.000710461,0.00589133
0.042,0.112797799,0.076609526,0.000110578,0.005888062
0.105333333,0.156676574,0.083789934,5.35E-05,0.012791229
0.030666667,0.218624756,0.089426083,0.000194946,0.001078126
